time,open,high,low,close,tick_volume,spread,real_volume,source,timeframe
2011-03-23 20:00:00,0.83,0.9,0.82,0.87,14009,0,0,Viper,H4
2011-03-24 20:00:00,0.87,0.89,0.86,0.89,4819,0,0,Viper,H4
2011-03-27 20:00:00,0.82,0.85,0.76,0.8,12565,0,0,Viper,H4
2011-03-28 20:00:00,0.8,0.8,0.77,0.79,4215,0,0,Viper,H4
2011-03-29 20:00:00,0.79,0.79,0.76,0.79,3218,0,0,Viper,H4
2011-03-30 20:00:00,0.79,0.8,0.77,0.78,6875,0,0,Viper,H4
2011-03-31 20:00:00,0.79,0.8,0.78,0.78,3186,0,0,Viper,H4
2011-04-03 20:00:00,0.78,0.79,0.56,0.68,31155,0,0,Viper,H4
2011-04-04 20:00:00,0.68,0.75,0.58,0.71,9730,0,0,Viper,H4
2011-04-05 20:00:00,0.71,0.75,0.69,0.74,8703,0,0,Viper,H4
2011-04-06 20:00:00,0.74,0.79,0.72,0.75,10832,0,0,Viper,H4
2011-04-07 20:00:00,0.75,0.8,0.73,0.75,18207,0,0,Viper,H4
2011-04-10 20:00:00,0.74,0.8,0.71,0.77,14645,0,0,Viper,H4
2011-04-11 20:00:00,0.77,0.9,0.77,0.86,48417,0,0,Viper,H4
2011-04-12 20:00:00,0.86,1.0,0.86,0.92,43397,0,0,Viper,H4
2011-04-13 20:00:00,0.92,1.0,0.91,1.0,31111,0,0,Viper,H4
2011-04-14 20:00:00,1.0,1.09,0.91,0.99,50304,0,0,Viper,H4
2011-04-17 20:00:00,1.11,1.2,1.11,1.16,27478,0,0,Viper,H4
2011-04-18 20:00:00,1.16,1.2,1.1400000000000001,1.2,12556,0,0,Viper,H4
2011-04-19 20:00:00,1.18,1.2,1.13,1.1400000000000001,21344,0,0,Viper,H4
2011-04-20 20:00:00,1.1400000000000001,1.21,1.1400000000000001,1.21,39295,0,0,Viper,H4
2011-04-21 20:00:00,1.21,1.41,1.19,1.41,39415,0,0,Viper,H4
2011-04-24 20:00:00,1.63,1.7,1.52,1.56,13471,0,0,Viper,H4
2011-04-25 20:00:00,1.56,1.8,1.53,1.8,24054,0,0,Viper,H4
2011-04-26 20:00:00,1.78,1.95,1.72,1.9,33055,0,0,Viper,H4
