time,open,high,low,close,tick_volume,spread,real_volume,source,timeframe
2011-03-23 22:00:00,0.83,0.9,0.82,0.87,14009,0,0,Taipan,H1
2011-03-24 22:00:00,0.87,0.89,0.86,0.89,4819,0,0,Taipan,H1
2011-03-27 22:00:00,0.82,0.85,0.76,0.8,12565,0,0,Taipan,H1
2011-03-28 22:00:00,0.8,0.8,0.77,0.79,4215,0,0,Taipan,H1
2011-03-29 22:00:00,0.79,0.79,0.76,0.79,3218,0,0,Taipan,H1
2011-03-30 22:00:00,0.79,0.8,0.77,0.78,6875,0,0,Taipan,H1
2011-03-31 22:00:00,0.79,0.8,0.78,0.78,3186,0,0,Taipan,H1
2011-04-03 22:00:00,0.78,0.79,0.56,0.68,31155,0,0,Taipan,H1
2011-04-04 22:00:00,0.68,0.75,0.58,0.71,9730,0,0,Taipan,H1
2011-04-05 22:00:00,0.71,0.75,0.69,0.74,8703,0,0,Taipan,H1
2011-04-06 22:00:00,0.74,0.79,0.72,0.75,10832,0,0,Taipan,H1
2011-04-07 22:00:00,0.75,0.8,0.73,0.75,18207,0,0,Taipan,H1
2011-04-10 22:00:00,0.74,0.8,0.71,0.77,14645,0,0,Taipan,H1
2011-04-11 22:00:00,0.77,0.9,0.77,0.86,48417,0,0,Taipan,H1
2011-04-12 22:00:00,0.86,1.0,0.86,0.92,43397,0,0,Taipan,H1
2011-04-13 22:00:00,0.92,1.0,0.91,1.0,31111,0,0,Taipan,H1
2011-04-14 22:00:00,1.0,1.09,0.91,0.99,50304,0,0,Taipan,H1
2011-04-17 22:00:00,1.11,1.2,1.11,1.16,27478,0,0,Taipan,H1
2011-04-18 22:00:00,1.16,1.2,1.1400000000000001,1.2,12556,0,0,Taipan,H1
2011-04-19 22:00:00,1.18,1.2,1.13,1.1400000000000001,21344,0,0,Taipan,H1
2011-04-20 22:00:00,1.1400000000000001,1.21,1.1400000000000001,1.21,39295,0,0,Taipan,H1
2011-04-21 22:00:00,1.21,1.41,1.19,1.41,39415,0,0,Taipan,H1
2011-04-24 22:00:00,1.63,1.7,1.52,1.56,13471,0,0,Taipan,H1
2011-04-25 22:00:00,1.56,1.8,1.53,1.8,24054,0,0,Taipan,H1
2011-04-26 22:00:00,1.78,1.95,1.72,1.9,33055,0,0,Taipan,H1
2011-04-27 22:00:00,1.8900000000000001,2.65,1.6600000000000001,2.21,100238,0,0,Taipan,H1
2011-04-28 22:00:00,2.21,2.95,2.21,2.88,57577,0,0,Taipan,H1
2011-05-01 22:00:00,3.03,3.49,3.03,3.2,18333,0,0,Taipan,H1
2011-05-02 22:00:00,3.2,3.49,3.11,3.41,16919,0,0,Taipan,H1
2011-05-03 22:00:00,3.41,3.58,3.25,3.41,17278,0,0,Taipan,H1
2011-05-04 22:00:00,3.4,3.45,3.33,3.33,15350,0,0,Taipan,H1
2011-05-05 22:00:00,3.33,3.61,3.29,3.45,23014,0,0,Taipan,H1
2011-05-08 22:00:00,3.87,3.9,3.69,3.8,11520,0,0,Taipan,H1
2011-05-09 22:00:00,3.8,5.99,3.8,5.8100000000000005,56217,0,0,Taipan,H1
2011-05-10 22:00:00,5.75,6.07,4.6,5.5,52569,0,0,Taipan,H1
2011-05-11 22:00:00,5.49,6.49,5.22,6.3,31722,0,0,Taipan,H1
2011-05-12 22:00:00,6.3,8.45,6.3,8.2,64003,0,0,Taipan,H1
2011-05-15 22:00:00,6.99,8.5,6.75,8.04,44141,0,0,Taipan,H1
2011-05-16 22:00:00,7.9,8.39,6.98,7.19,35345,0,0,Taipan,H1
2011-05-17 22:00:00,7.19,7.5,6.6,6.88,25403,0,0,Taipan,H1
2011-05-18 22:00:00,6.7,7.34,6.61,6.8100000000000005,24436,0,0,Taipan,H1
2011-05-19 22:00:00,6.8100000000000005,7.11,5.58,5.59,44460,0,0,Taipan,H1
2011-05-22 22:00:00,6.6899999999999995,7.45,6.6899999999999995,7.15,35279,0,0,Taipan,H1
2011-05-23 22:00:00,7.15,7.51,6.96,7.42,29282,0,0,Taipan,H1
2011-05-24 22:00:00,7.42,9.33,7.22,8.4,64049,0,0,Taipan,H1
2011-05-25 22:00:00,8.25,8.99,8.01,8.8,28644,0,0,Taipan,H1
2011-05-26 22:00:00,8.7,8.83,8.5,8.5,14431,0,0,Taipan,H1
2011-05-29 22:00:00,8.43,9.0,8.25,8.8,17680,0,0,Taipan,H1
2011-05-30 22:00:00,8.8,9.5,8.1,8.74,45794,0,0,Taipan,H1
2011-05-31 22:00:00,8.74,9.7,8.3,9.57,43479,0,0,Taipan,H1
2011-06-01 22:00:00,9.57,10.89,9.5,10.6,41047,0,0,Taipan,H1
2011-06-02 22:00:00,10.6,14.5,10.57,14.29,72980,0,0,Taipan,H1
2011-06-05 22:00:00,16.7,19.23,16.45,18.55,55092,0,0,Taipan,H1
2011-06-06 22:00:00,18.26,24.32,18.26,23.92,53715,0,0,Taipan,H1
2011-06-07 22:00:00,23.92,31.91,22.21,29.6,104925,0,0,Taipan,H1
2011-06-08 22:00:00,29.6,31.5,26.15,28.92,62933,0,0,Taipan,H1
2011-06-09 22:00:00,28.92,29.4,20.01,23.95,92208,0,0,Taipan,H1
2011-06-12 22:00:00,18.55,24.5,16.0,19.84,73421,0,0,Taipan,H1
2011-06-13 22:00:00,19.8,20.5,18.0,19.28,36155,0,0,Taipan,H1
2011-06-14 22:00:00,19.28,20.0,19.02,19.49,27711,0,0,Taipan,H1
2011-06-15 22:00:00,19.49,19.89,17.0,17.0,49202,0,0,Taipan,H1
2011-06-16 22:00:00,17.0,18.34,13.0,15.68,108623,0,0,Taipan,H1
2011-06-26 22:00:00,16.45,18.0,15.0,16.75,31452,0,0,Taipan,H1
2011-06-27 22:00:00,16.75,17.52,16.5,16.95,24398,0,0,Taipan,H1
2011-06-28 22:00:00,16.95,17.2,16.67,16.84,21043,0,0,Taipan,H1
2011-06-29 22:00:00,16.85,17.01,15.73,16.11,34961,0,0,Taipan,H1
2011-06-30 22:00:00,16.1,16.74,15.26,15.4,33284,0,0,Taipan,H1
