timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,regime,adx,rsi,ema_fast_val,ema_slow_val,bb_upper,bb_lower,bb_mid,risk_mode,hold_reason
2026-03-16T04:54:14.643490+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.43,0.43,,,,,,,,,,,,,,
2026-03-16T04:54:14.644721+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,4e-05,4e-05,,,,,,,,,,,,,,
2026-03-16T04:54:18.435893+00:00,USDJPY,hydra,143447,H1,HOLD,HOLD,NONE,0,0.19067686213600926,0,,,,,,,,,,,,,,,,0.001,0.001,159.501,159.621,159.493,159.563,ranging,2.953767072584968,,,,,,,normal,bb_fade_no_signal
2026-03-16T04:55:18.437932+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.45,0.45,,,,,,,,,,,,,,
2026-03-16T04:55:18.438569+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,5e-05,5e-05,,,,,,,,,,,,,,
2026-03-16T04:55:18.439182+00:00,USDJPY,hydra,143447,H1,HOLD,HOLD,NONE,0,0.19067686213600926,0,,,,,,,,,,,,,,,,0.001,0.001,159.501,159.621,159.493,159.564,ranging,2.953767072584968,,,,,,,normal,bb_fade_no_signal
2026-03-16T04:56:18.439987+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.46,0.46,,,,,,,,,,,,,,
2026-03-16T04:56:18.439987+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,1e-05,1e-05,,,,,,,,,,,,,,
2026-03-16T04:56:18.441213+00:00,USDJPY,hydra,143447,H1,HOLD,HOLD,NONE,0,0.19067686213600926,0,,,,,,,,,,,,,,,,0.001,0.001,159.501,159.621,159.493,159.562,ranging,2.953767072584968,,,,,,,normal,bb_fade_no_signal
2026-03-16T04:57:18.444557+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.44,0.44,,,,,,,,,,,,,,
2026-03-16T04:57:18.444557+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,1e-05,1e-05,,,,,,,,,,,,,,
2026-03-16T04:57:18.445195+00:00,USDJPY,hydra,143447,H1,HOLD,HOLD,NONE,0,0.19067686213600926,0,,,,,,,,,,,,,,,,0.001,0.001,159.501,159.621,159.493,159.573,ranging,2.953767072584968,,,,,,,normal,bb_fade_no_signal
2026-03-16T04:58:18.445848+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.45,0.45,,,,,,,,,,,,,,
2026-03-16T04:58:18.446454+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,2e-05,2e-05,,,,,,,,,,,,,,
2026-03-16T04:58:18.447060+00:00,USDJPY,hydra,143447,H1,HOLD,HOLD,NONE,0,0.19067686213600926,0,,,,,,,,,,,,,,,,0.005,0.005,159.501,159.621,159.493,159.573,ranging,2.953767072584968,,,,,,,normal,bb_fade_no_signal
2026-03-16T04:59:18.451884+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.4,0.4,,,,,,,,,,,,,,
2026-03-16T04:59:18.452511+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,1e-05,1e-05,,,,,,,,,,,,,,
2026-03-16T04:59:18.453746+00:00,USDJPY,hydra,143447,H1,HOLD,HOLD,NONE,0,0.19067686213600926,0,,,,,,,,,,,,,,,,0.006,0.006,159.501,159.621,159.493,159.56,ranging,2.953767072584968,,,,,,,normal,bb_fade_no_signal
2026-03-16T05:00:02.683058+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.39,0.39,,,,,,,,,,,,,,
