timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,regime,adx,rsi,ema_fast_val,ema_slow_val,bb_upper,bb_lower,bb_mid,risk_mode,hold_reason
2026-03-25T08:16:17.066209+00:00,XAUUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,4.197034747713846,0,,,,,,,,,,,,,,,,0.18,0.18,4563.86,4564.56,4562.61,4563.45,trending,26.369851554128637,,,,,,,normal,pullback_too_far_0.93
2026-03-25T08:16:17.155180+00:00,EURUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,0.000342407517427138,0,,,,,,,,,,,,,,,,2e-05,2e-05,1.16073,1.16074,1.16059,1.16061,ranging,19.197878055931,,,,,,,normal,bb_fade_no_signal
2026-03-25T08:16:57.167238+00:00,XAUUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,3.9036752003283617,0,,,,,,,,,,,,,,,,0.17,0.17,4563.78,4563.82,4563.73,4563.73,trending,26.369851554128637,,,,,,,normal,pullback_too_far_0.93
2026-03-25T08:16:57.167849+00:00,EURUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,0.0003345314774080745,0,,,,,,,,,,,,,,,,0.0001,0.0001,1.16089,1.16089,1.16089,1.16089,ranging,19.322415099501143,,,,,,,normal,bb_fade_no_signal
2026-03-25T08:17:57.186966+00:00,XAUUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,3.8394331752056643,0,,,,,,,,,,,,,,,,0.17,0.17,4560.84,4561.17,4560.84,4561.17,trending,26.369851554128637,,,,,,,normal,pullback_too_far_0.93
2026-03-25T08:17:57.187575+00:00,EURUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,0.00033548331978301834,0,,,,,,,,,,,,,,,,4e-05,4e-05,1.16063,1.16069,1.16063,1.16069,ranging,19.367647564772724,,,,,,,normal,bb_fade_no_signal
2026-03-25T08:18:57.207093+00:00,XAUUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,3.7012593466992887,0,,,,,,,,,,,,,,,,0.17,0.17,4560.68,4560.68,4560.66,4560.66,trending,26.369851554128637,,,,,,,normal,pullback_too_far_0.93
2026-03-25T08:18:57.207739+00:00,EURUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,0.00032815286337862734,0,,,,,,,,,,,,,,,,2e-05,2e-05,1.16092,1.16092,1.16092,1.16092,ranging,19.367647564772724,,,,,,,normal,bb_fade_no_signal
2026-03-25T08:19:57.227209+00:00,XAUUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,3.754740842800342,0,,,,,,,,,,,,,,,,0.17,0.17,4563.29,4563.31,4562.89,4562.89,trending,24.86457364722536,,,,,,,normal,pullback_too_far_1.49
2026-03-25T08:19:57.227861+00:00,EURUSD,hydra,143447,M1,HOLD,HOLD,NONE,0,0.00033001949059672825,0,,,,,,,,,,,,,,,,2e-05,2e-05,1.16084,1.16085,1.16083,1.16085,trending,20.233851083040026,,,,,,,normal,pullback_too_far_1.77
