timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,regime,adx,rsi,ema_fast_val,ema_slow_val,bb_upper,bb_lower,bb_mid,risk_mode,hold_reason
2026-03-17T00:00:30.042742+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.44,0.44,,,,,,,,,,,,,,
2026-03-17T00:00:30.043378+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,2e-05,2e-05,,,,,,,,,,,,,,
2026-03-17T00:00:30.472303+00:00,USDJPY,hydra,143447,H1,SELL,SELL,EMA_PULLBACK,0,0,1,159.147,159.266,159.266,158.968,158.968,5.0,5896948,,,,,,,97485.86,97467.01,0.006,0.006,,,,,,,,,,,,,normal,
2026-03-17T00:00:30.472303+00:00,USDJPY,hydra,143447,H1,SELL,SELL,EMA_PULLBACK,0.7,0.18607158826410627,1,159.147,159.266,159.266,158.968,158.968,5.0,5896948,,,,,,,,,0.006,0.006,159.134,159.155,159.122,159.147,trending,29.924717819776657,52.79617108306217,,,,,,normal,
2026-03-17T00:00:30.472303+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.44,0.44,,,,,,,,,,,,,,
2026-03-17T00:00:30.490538+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,1e-05,1e-05,,,,,,,,,,,,,,
2026-03-17T00:00:30.490538+00:00,USDJPY,hydra,143447,H1,BLOCKED,BLOCKED,PROP_GUARD,0,0,0,,,,,,,,,,,,,,,,0.006,0.006,,,,,,,,,,,,,,max_per_symbol (1/1)
2026-03-17T00:00:45.731523+00:00,XAUUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,0.43,0.43,,,,,,,,,,,,,,
2026-03-17T00:00:45.743816+00:00,EURUSD,hydra,143447,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0,0,,,,,,,,,,,,,,,,1e-05,1e-05,,,,,,,,,,,,,,
2026-03-17T00:00:45.743816+00:00,USDJPY,hydra,143447,H1,BLOCKED,BLOCKED,PROP_GUARD,0,0,0,,,,,,,,,,,,,,,,0.005,0.005,,,,,,,,,,,,,,max_per_symbol (1/1)
