trades,win_rate,avg_r,total_r,profit_factor,max_drawdown_r,avg_bars_held,asset,signal,dir_filters,bool_filters,variant
1139,0.5952589991220368,0.19290564375364488,219.71952823540153,1.5349440622202783,-9.261506575367804,3.0491659350307287,BTC,cci_reversal,h1_trend,high_vol,cci_reversal|dir=h1_trend|bool=high_vol
1149,0.5839860748476936,0.16153287303699917,185.60127111951206,1.4131793933654353,-14.199185606011014,2.816362053959965,BTC,cci_reversal,"h1_trend,h4_trend",us_eu,cci_reversal|dir=h1_trend+h4_trend|bool=us_eu
2275,0.5793406593406594,0.14865923459380675,338.19975870091037,1.376189293943171,-12.118062732603548,2.8887912087912087,BTC,cci_reversal,h1_rsi,none,cci_reversal|dir=h1_rsi|bool=none
3664,0.5704148471615721,0.13596803371409005,498.18687552842596,1.3386682738729272,-15.060533259664822,2.8578056768558953,BTC,cci_reversal,h1_trend,none,cci_reversal|dir=h1_trend|bool=none
2815,0.569449378330373,0.13023539679780993,366.61264198583495,1.321733327036454,-14.865348789455055,2.874245115452931,BTC,cci_reversal,"h1_trend,h4_trend",none,cci_reversal|dir=h1_trend+h4_trend|bool=none
381,0.5354330708661418,0.06856294347514766,26.122481464031257,1.157749495286141,-13.246008003677916,3.0236220472440944,BTC,ema_trend_pullback,"h1_trend,h4_trend","h1_strong,h4_strong,us_eu",ema_trend_pullback|dir=h1_trend+h4_trend|bool=h1_strong+h4_strong+us_eu
3340,0.5329341317365269,0.060218713224843214,201.13050217097634,1.1359807951568983,-47.70918999891296,2.7892215568862277,BTC,stoch_reversal,none,us_eu,stoch_reversal|dir=none|bool=us_eu
976,0.5276639344262295,0.06395476636887594,62.41985197602291,1.1505566031331327,-25.16587961868295,3.1762295081967213,BTC,ema_trend_pullback,"m15_trend,h1_trend,h4_trend","high_vol,us_eu",ema_trend_pullback|dir=m15_trend+h1_trend+h4_trend|bool=high_vol+us_eu
188,0.526595744680851,0.049648781887998816,9.333970994943778,1.111501597757618,-11.561984399916504,2.8351063829787235,BTC,macd_ema_confirm,"h1_trend,h4_trend","h1_strong,h4_strong,us_eu",macd_ema_confirm|dir=h1_trend+h4_trend|bool=h1_strong+h4_strong+us_eu
3566,0.5255187885586091,0.05030908920853658,179.40221211764143,1.1147732511884119,-34.324262722504386,2.976163768928772,BTC,ema_trend_pullback,"m15_trend,h1_trend,h4_trend",none,ema_trend_pullback|dir=m15_trend+h1_trend+h4_trend|bool=none
8187,0.5249786246488335,0.04810674929281662,393.84995646028966,1.1073144396502475,-39.762966851274655,2.8090875778673507,BTC,stoch_reversal,none,none,stoch_reversal|dir=none|bool=none
3340,0.5215568862275449,0.04320419235503214,144.30200246580733,1.0956120371918472,-42.108652335217386,2.794011976047904,BTC,stoch_reversal,none,h1_range,stoch_reversal|dir=none|bool=h1_range
1344,0.5171130952380952,0.03187117897839814,42.8348645469671,1.0702365304023043,-31.498562986580765,2.840029761904762,BTC,bb_rsi_combo,none,h1_range,bb_rsi_combo|dir=none|bool=h1_range
1725,0.5159420289855072,0.028723481503825605,49.548005594099166,1.0627074363059903,-62.312179986274316,2.6707246376811593,BTC,macd_ema_confirm,"m15_trend,h1_trend,h4_trend",none,macd_ema_confirm|dir=m15_trend+h1_trend+h4_trend|bool=none
3642,0.5153761669412411,0.029897754683733693,108.88762255815811,1.0665531077134789,-57.77195235728877,2.946732564524986,BTC,ema_trend_pullback,"h1_trend,h4_trend",none,ema_trend_pullback|dir=h1_trend+h4_trend|bool=none
3713,0.5146781578238621,0.027127380065078643,100.723962181637,1.059765318135475,-32.827126390573966,2.8446000538647995,BTC,cci_reversal,none,h1_range,cci_reversal|dir=none|bool=h1_range
881,0.5130533484676504,0.012652495276978199,11.146848339017794,1.0274645894167724,-47.85527204294507,2.874006810442679,BTC,rsi_reversal_30_70,none,h1_range,rsi_reversal_30_70|dir=none|bool=h1_range
3270,0.5103975535168196,0.02146222907389108,70.18148907162383,1.0466223787300004,-40.09051697520988,2.8238532110091743,BTC,bb_rsi_combo,none,none,bb_rsi_combo|dir=none|bool=none
1758,0.5079635949943118,0.012825941748634346,22.54800559409918,1.0274926857901485,-71.3121799862743,2.6507394766780434,BTC,macd_ema_confirm,"h1_trend,h4_trend",none,macd_ema_confirm|dir=h1_trend+h4_trend|bool=none
9303,0.5069332473395679,0.01323247688506958,123.1017324618023,1.0287443307523956,-60.49049008797817,2.9015371385574547,BTC,cci_reversal,none,none,cci_reversal|dir=none|bool=none
2164,0.506007393715342,0.005820905442059382,12.596439376616502,1.012765221360889,-90.05434727787359,2.979205175600739,BTC,rsi_reversal_30_70,none,none,rsi_reversal_30_70|dir=none|bool=none
1411,0.5053153791637137,0.014061994994221392,19.841474936846385,1.0302189587053463,-34.75245879628864,2.766123316796598,BTC,bb_rsi_combo,none,us_eu,bb_rsi_combo|dir=none|bool=us_eu
1774,0.5033821871476888,0.004305867219552156,7.638608447485524,1.0093694425907203,-58.68409766188299,3.0304396843291994,BTC,ema_trend_pullback,"h1_trend,h4_trend",h1_strong,ema_trend_pullback|dir=h1_trend+h4_trend|bool=h1_strong
