timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,ema_fast,ema_slow,ema_separation,rsi,n_bar_high,n_bar_low,conditions_met,ema_50,nearest_sr_level,sr_distance_atr,pattern_type,pin_wick_size,pin_body_ratio,engulf_size_atr,inside_bar_vol_ratio,pattern_detected,sr_nearby,ema_20,momentum_fast_ema,momentum_slow_ema,breakout_high,breakout_low,pullback_distance_atr,volume_ratio,h1_trend,bb_upper,bb_lower,bb_mid,price_position_in_bb,adx,hold_reason
2026-03-15T00:00:39.913151+00:00,USDJPY.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.02574336568652206,0,,,,,,,,,,,,,,,,0.051,0.051,159.719,159.723,159.709,159.711,,,,63.85778567376559,,,,,,,,,,,,,,,,,,,,,BUY,,,,,25.82,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:00:39.916409+00:00,EURUSD.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.000279722969322235,0,,,,,,,,,,,,,,,,0.00023,0.00023,1.1413,1.14145,1.14128,1.14143,,,,32.861132133010344,,,,,,,,,,,,,,,,,,,,,SELL,,,,,47.5,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:00:39.918514+00:00,XAUUSD.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,6.116963230205596,0,,,,,,,,,,,,,,,,0.36,0.36,5021.5,5021.5,5017.31,5018.66,,,,41.10809174534778,,,,,,,,,,,,,,,,,,,,,SELL,,,,,26.49,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:00:39.920729+00:00,USOUSD.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.35950707560743733,0,,,,,,,,,,,,,,,,0.079,0.079,99.135,99.28,99.075,99.26,,,,67.56234698688286,,,,,,,,,,,,,,,,,,,,,BUY,,,,,18.33,breakout_volume_low;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:01:33.341936+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,80.688351488879,0,,,,,,,,,,,,,,,,17.02,17.02,71204.08,71208.19,71128.22,71141.34,,,,67.42290736843674,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,43.11,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:01:43.849085+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,81.02049434602144,0,,,,,,,,,,,,,,,,17.04,17.04,71204.08,71208.19,71123.57,71136.13,,,,66.81710309347514,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,43.03,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:01:54.340698+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.09549434602164,0,,,,,,,,,,,,,,,,16.99,16.99,71204.08,71208.19,71094.52,71108.84,,,,63.813759622769766,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.52,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:05.070283+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.40620863173633,0,,,,,,,,,,,,,,,,17.08,17.08,71204.08,71208.19,71090.17,71097.43,,,,62.636620520809295,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.44,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:15.628556+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,16.96,16.96,71204.08,71208.19,71084.53,71093.85,,,,62.27618066583711,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:26.140263+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.08,17.08,71204.08,71208.19,71084.53,71089.08,,,,61.802326541322536,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:36.628078+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.0,17.0,71204.08,71208.19,71084.53,71103.93,,,,63.301828455756834,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:36.630365+00:00,USDJPY.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.02574336568652206,0,,,,,,,,,,,,,,,,0.051,0.051,159.719,159.723,159.709,159.711,,,,63.85778567376559,,,,,,,,,,,,,,,,,,,,,BUY,,,,,25.82,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:36.632434+00:00,EURUSD.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.000279722969322235,0,,,,,,,,,,,,,,,,0.00023,0.00023,1.1413,1.14145,1.14128,1.14143,,,,32.861132133010344,,,,,,,,,,,,,,,,,,,,,SELL,,,,,47.5,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:36.634328+00:00,XAUUSD.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,6.116963230205596,0,,,,,,,,,,,,,,,,0.36,0.36,5021.5,5021.5,5017.31,5018.66,,,,41.10809174534778,,,,,,,,,,,,,,,,,,,,,SELL,,,,,26.49,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:36.636281+00:00,USOUSD.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.35950707560743733,0,,,,,,,,,,,,,,,,0.079,0.079,99.135,99.28,99.075,99.26,,,,67.56234698688286,,,,,,,,,,,,,,,,,,,,,BUY,,,,,18.33,breakout_volume_low;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:47.369997+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,16.98,16.98,71204.08,71208.19,71084.53,71097.2,,,,62.61333840175096,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:02:57.863992+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.0,17.0,71204.08,71208.19,71084.53,71095.03,,,,62.394525677453665,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:03:08.455568+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.0,17.0,71204.08,71208.19,71084.53,71103.13,,,,63.21919523191579,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:03:18.922347+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.06,17.06,71204.08,71208.19,71084.53,71113.37,,,,64.2934697534235,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:03:29.399392+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.01,17.01,71204.08,71208.19,71084.53,71099.18,,,,62.81433574343657,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:03:39.890300+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,16.95,16.95,71204.08,71208.19,71084.53,71095.94,,,,62.48609938271193,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:03:50.389318+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,16.97,16.97,71204.08,71208.19,71084.53,71096.31,,,,62.5234095575614,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:04:00.878597+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.02,17.02,71204.08,71208.19,71084.53,71096.35,,,,62.52744575892321,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:04:11.379217+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.02,17.02,71204.08,71208.19,71084.53,71109.59,,,,63.892686739558314,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:04:21.883852+00:00,BTCUSD,viper,24847265,M5,HOLD,HOLD,NONE,0,83.80906577459344,0,,,,,,,,,,,,,,,,17.1,17.1,71204.08,71208.19,71084.53,71108.98,,,,63.82847787860158,,,,,,,,,,,,,,70988.06915640013,,,,,,,BUY,,,,,42.35,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:04:21.886414+00:00,USDJPY.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.02574336568652206,0,,,,,,,,,,,,,,,,0.051,0.051,159.719,159.723,159.709,159.711,,,,63.85778567376559,,,,,,,,,,,,,,,,,,,,,BUY,,,,,25.82,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:04:21.888583+00:00,EURUSD.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.000279722969322235,0,,,,,,,,,,,,,,,,0.00023,0.00023,1.1413,1.14145,1.14128,1.14143,,,,32.861132133010344,,,,,,,,,,,,,,,,,,,,,SELL,,,,,47.5,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
2026-03-15T00:04:21.890640+00:00,XAUUSD.s,viper,24847265,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,6.116963230205596,0,,,,,,,,,,,,,,,,0.36,0.36,5021.5,5021.5,5017.31,5018.66,,,,41.10809174534778,,,,,,,,,,,,,,,,,,,,,SELL,,,,,26.49,breakout_not_broken;pullback_not_near_ema;momentum_volume_low
