timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,ema_fast,ema_slow,ema_separation,rsi,n_bar_high,n_bar_low,conditions_met,ema_50,nearest_sr_level,sr_distance_atr,pattern_type,pin_wick_size,pin_body_ratio,engulf_size_atr,inside_bar_vol_ratio,pattern_detected,sr_nearby,ema_20,momentum_fast_ema,momentum_slow_ema,breakout_high,breakout_low,pullback_distance_atr,volume_ratio,h1_trend,bb_upper,bb_lower,bb_mid,price_position_in_bb,adx,hold_reason
2026-03-30T00:00:00.992119+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,178.21071847421615,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66024.5,65999.72,66024.5,,,,46.78909541296639,,,,,,,,,,,,,,66055.4644244771,,,,,,,SELL,,,,,17.22,pullback_structure_not_confirmed;momentum_volume_low
2026-03-30T00:00:11.530204+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,181.8814327599304,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66075.89,65999.72,66048.67,,,,47.77724539953234,,,,,,,,,,,,,,66057.76632923902,,,,,,,SELL,,,,,17.13,pullback_structure_not_confirmed;momentum_volume_low
2026-03-30T00:00:22.062117+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,181.8814327599304,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66075.89,65999.72,66055.24,,,,48.03953674482199,,,,,,,,,,,,,,66058.39204352473,,,,,,,SELL,,,,,17.13,pullback_structure_not_confirmed;momentum_volume_low
2026-03-30T00:00:32.570636+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,181.8814327599304,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66075.89,65999.72,66034.78,,,,47.213909641417466,,,,,,,,,,,,,,66056.44347209616,,,,,,,SELL,,,,,17.13,pullback_structure_not_confirmed;momentum_volume_low
2026-03-30T00:00:33.320291+00:00,XAUUSD,viper,144388,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,11.286730706094612,0,,,,,,,,,,,,,,,,0.34,0.34,4449.42,4451.42,4433.12,4434.38,,,,18.938747771661824,,,,,,,,,,,,,,,,,,,,,SELL,,,,,44.93,pullback_not_near_ema;momentum_volume_low
2026-03-30T00:00:43.595895+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,181.8814327599304,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66075.89,65999.72,66015.33,,,,46.40433940803918,,,,,,,,,,,,,,66054.59109114378,,,,,,,SELL,,,,,17.13,pullback_weak_candle;momentum_volume_low
2026-03-30T00:00:54.184330+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,181.8814327599304,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66075.89,65999.72,66042.92,,,,47.545508012004056,,,,,,,,,,,,,,66057.2187101914,,,,,,,SELL,,,,,17.13,pullback_structure_not_confirmed;momentum_volume_low
2026-03-30T00:01:04.688965+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,181.8814327599304,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66075.89,65999.72,66030.07,,,,47.02011703700237,,,,,,,,,,,,,,66055.99490066759,,,,,,,SELL,,,,,17.13,pullback_weak_candle;momentum_volume_low
2026-03-30T00:01:15.172488+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,181.8814327599304,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66075.89,65999.72,66010.76,,,,46.21050579566374,,,,,,,,,,,,,,66054.15585304853,,,,,,,SELL,,,,,17.13,pullback_weak_candle;momentum_volume_low
2026-03-30T00:01:25.590641+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,183.53071847421586,0,,,,,,,,,,,,,,,,22.0,22.0,65999.72,66075.89,65974.95,65974.95,,,,44.83592518289059,,,,,,,,,,,,,,66050.74537685806,,,,,,,SELL,,,,,17.13,pullback_weak_candle;momentum_volume_low
