timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,ema_fast,ema_slow,ema_separation,rsi,n_bar_high,n_bar_low,conditions_met,ema_50,nearest_sr_level,sr_distance_atr,pattern_type,pin_wick_size,pin_body_ratio,engulf_size_atr,inside_bar_vol_ratio,pattern_detected,sr_nearby,ema_20,momentum_fast_ema,momentum_slow_ema,breakout_high,breakout_low,pullback_distance_atr,volume_ratio,h1_trend,bb_upper,bb_lower,bb_mid,price_position_in_bb,adx,hold_reason
2026-04-03T00:00:01.183476+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,61.274957598399546,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66894.82,66890.74,66894.82,,,,47.098424806180745,,,,,,,,,,,,,,66918.42305458323,,,,,,,SELL,,,,,9.37,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:00:11.857258+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,63.61067188411362,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66927.52,66890.74,66920.47,,,,49.83131108719913,,,,,,,,,,,,,,66920.86591172608,,,,,,,SELL,,,,,9.03,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:00:22.438519+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,63.61067188411362,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66927.52,66890.74,66912.92,,,,49.05667119442822,,,,,,,,,,,,,,66920.14686410704,,,,,,,SELL,,,,,9.03,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:00:32.919998+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,63.61067188411362,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66927.52,66890.74,66912.94,,,,49.05875482013905,,,,,,,,,,,,,,66920.14876886894,,,,,,,SELL,,,,,9.03,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:00:43.427546+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,63.61067188411362,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66927.52,66890.74,66918.34,,,,49.61516617295489,,,,,,,,,,,,,,66920.66305458323,,,,,,,SELL,,,,,9.03,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:00:53.904412+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,63.61067188411362,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66927.52,66890.74,66918.37,,,,49.61822339793114,,,,,,,,,,,,,,66920.66591172609,,,,,,,SELL,,,,,9.03,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:01:04.595762+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,63.61067188411362,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66927.52,66890.74,66924.84,,,,50.269008662547705,,,,,,,,,,,,,,66921.28210220228,,,,,,,SELL,,,,,9.03,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:01:15.135367+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,63.61067188411362,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66927.52,66890.74,66925.14,,,,50.29877656860152,,,,,,,,,,,,,,66921.31067363085,,,,,,,SELL,,,,,9.03,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:01:25.719118+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,64.1221004555414,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66934.68,66890.74,66934.59,,,,51.21856157528589,,,,,,,,,,,,,,66922.21067363085,,,,,,,SELL,,,,,9.16,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:01:36.184286+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,65.08924331268484,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66948.22,66890.74,66946.0,,,,52.284741170070646,,,,,,,,,,,,,,66923.29734029752,,,,,,,SELL,,,,,9.38,pullback_structure_not_confirmed;momentum_volume_low
2026-04-03T00:01:37.071686+00:00,XAUUSD,viper,144388,M5,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,5.405325367263564,0,,,,,,,,,,,,,,,,0.34,0.34,4668.9,4673.32,4667.67,4670.82,,,,53.58433911787206,,,,,,,,,,,,,,,,,,,,,BOTH,,,,,21.52,pullback_weak_candle;momentum_volume_low
2026-04-03T00:01:47.337558+00:00,BTCUSD,viper,144388,M5,HOLD,HOLD,NONE,0,66.65352902697013,0,,,,,,,,,,,,,,,,22.0,22.0,66890.74,66970.12,66890.74,66962.32,,,,53.73117556244261,,,,,,,,,,,,,,66924.8516260118,,,,,,,SELL,,,,,9.72,pullback_structure_not_confirmed;momentum_volume_low
