timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,ema_fast,ema_slow,ema_separation,rsi,n_bar_high,n_bar_low,conditions_met,ema_50,nearest_sr_level,sr_distance_atr,pattern_type,pin_wick_size,pin_body_ratio,engulf_size_atr,inside_bar_vol_ratio,pattern_detected,sr_nearby,ema_20,momentum_fast_ema,momentum_slow_ema,breakout_high,breakout_low,pullback_distance_atr,volume_ratio,h1_trend,bb_upper,bb_lower,bb_mid,price_position_in_bb,adx,hold_reason
2026-03-31T00:01:13.566254+00:00,XAUUSD,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,4513.51,4516.91,4510.66,4514.91,4512.150985,4517.078456,-4.927471,48.7172,,,,4511.678477,,,NONE,,,,,False,,4517.078456,,,,,,0.0529,,4546.83216,4490.96184,4518.897,0.4286,13.05,ASIAN
2026-03-31T00:01:13.566254+00:00,WTIcash-1,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,106.46,106.46,105.94,106.1,105.587474,104.427219,1.160255,69.9797,,,,102.639228,,,NONE,,,,,False,,104.427219,,,,,,0.1015,,106.945023,101.327977,104.1365,0.8496,26.26,ASIAN
2026-03-31T00:06:14.439011+00:00,XAUUSD,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,4513.51,4528.37,4510.66,4525.18,4514.433207,4518.056552,-3.623345,52.9674,,,,4512.081222,,,NONE,,,,,False,,4518.056552,,,,,,0.2646,,4547.414555,4491.406445,4519.4105,0.603,13.5,ASIAN
2026-03-31T00:06:14.439011+00:00,WTIcash-1,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,106.46,106.46,105.94,106.15,105.598586,104.431981,1.166605,70.5885,,,,102.641189,,,NONE,,,,,False,,104.431981,,,,,,0.2927,,106.954961,101.323039,104.139,0.8571,26.26,ASIAN
2026-03-31T00:11:15.232277+00:00,XAUUSD,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,4513.51,4528.37,4510.66,4521.52,4513.619873,4517.70798,-4.088107,51.536,,,,4511.937693,,,NONE,,,,,False,,4517.70798,,,,,,0.4389,,4547.120422,4491.334578,4519.2275,0.5411,13.5,ASIAN
2026-03-31T00:11:15.232277+00:00,WTIcash-1,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,106.46,106.46,105.94,106.38,105.649697,104.453885,1.195812,73.5309,,,,102.650209,,,NONE,,,,,False,,104.453885,,,,,,0.4817,,107.002686,101.298314,104.1505,0.8908,26.26,ASIAN
2026-03-31T00:16:16.000427+00:00,XAUUSD,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,4513.51,4528.37,4507.88,4509.97,4511.053207,4516.60798,-5.554773,46.6211,,,,4511.484752,,,NONE,,,,,False,,4516.60798,,,,,,0.6199,,4546.819963,4490.480037,4518.65,0.3459,13.5,ASIAN
2026-03-31T00:16:16.000427+00:00,WTIcash-1,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,106.46,106.76,105.94,106.73,105.727474,104.487219,1.240255,75.7235,,,,102.663934,,,NONE,,,,,False,,104.487219,,,,,,0.647,,107.081422,101.254578,104.168,0.9397,26.26,ASIAN
2026-03-31T00:21:16.778226+00:00,XAUUSD,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,4513.51,4528.37,4484.1,4488.51,4506.284318,4514.564171,-8.279853,39.3558,,,,4510.643183,,,NONE,,,,,False,,4514.564171,,,,,,0.8339,,4548.626699,4486.527301,4517.577,0.0319,14.01,ASIAN
2026-03-31T00:21:16.778226+00:00,WTIcash-1,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,106.46,106.8,105.94,106.55,105.687474,104.470076,1.217398,74.9359,,,,102.656876,,,NONE,,,,,False,,104.470076,,,,,,0.7567,,107.04003,101.27797,104.159,0.915,26.26,ASIAN
2026-03-31T00:26:17.514965+00:00,XAUUSD,taipan,144385,M30,HOLD,NONE,NONE,0,0.0,0,,,,,,,,,,,,,,,,,,4513.51,4528.37,4482.69,4502.15,4509.315429,4515.863218,-6.547789,43.6826,,,,4511.178085,,,NONE,,,,,False,,4515.863218,,,,,,1.0346,,4547.144244,4489.373756,4518.259,0.2212,14.08,ASIAN
