row_id,timestamp,strategy,symbol,bot,account,timeframe,signal,signal_type,confidence,reasoning,executed,entry_price,sl_price,tp_price,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,bar_open,bar_high,bar_low,bar_close,rsi,ema_20,price_above_ema,volume_ratio,rsi_crossover,bb_upper,bb_mid,bb_lower,bb_width,price_position_in_bb,adx,atr,regime,trigger,indicators_json
05dbf0ec-cef7-4ea1-a2f7-6912ae056a43,2026-04-12T01:18:02.223097+00:00,mamba,EURUSD,mamba,46965478,m15,HOLD,mamba_reversion,0.5000,Ranging but price mid-band (69%). Waiting for BB extremes.,false,,,,,,,,,,,,,,1.172920,1.173090,1.172850,1.173000,56.84,,,,,1.17349,1.17261,1.17172,0.00177,0.688,21.17,0.00048,ranging,,"{""bb_upper"":1.17349,""bb_mid"":1.17261,""bb_lower"":1.17172,""bb_width"":0.00177,""price_position_in_bb"":0.688,""adx"":21.17,""rsi"":56.84,""atr"":0.00048,""regime"":""ranging""}"
