time,open,high,low,close,tick_volume,spread,real_volume,source,timeframe,volume,timestamp,symbol,timestamp_utc,bot,account,symbol_root,source_file,source_size_bytes,source_priority,non_null_count,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread_points,bar_open,bar_high,bar_low,bar_close,ema_fast,ema_slow,ema_separation,rsi,n_bar_high,n_bar_low,conditions_met,ema_50,nearest_sr_level,sr_distance_atr,pattern_type,pin_wick_size,pin_body_ratio,engulf_size_atr,inside_bar_vol_ratio,pattern_detected,sr_nearby,ema_20,momentum_fast_ema,momentum_slow_ema,breakout_high,breakout_low,pullback_distance_atr,volume_ratio,h1_trend,bb_upper,bb_lower,bb_mid,price_position_in_bb,adx,hold_reason
,67591.76,67687.74,67591.62,67602.14,,22.0,,viper,M5,,2026-03-30T09:13:54.748749+00:00,BTCUSD,2026-03-30 09:13:54.748749+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,105.42084079370582,0.0,,,,,,,,,,,,,,,,22.0,67591.76,67687.74,67591.62,67602.14,,,,49.62886236309958,,,,,,,,,,,,,,67635.49604507993,,,,,,,BUY,,,,,36.67,pullback_weak_candle;momentum_volume_low
,67591.76,67687.74,67591.62,67602.36,,22.0,,viper,M5,,2026-03-30T09:14:06.132843+00:00,BTCUSD,2026-03-30 09:14:06.132843+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,105.42084079370582,0.0,,,,,,,,,,,,,,,,22.0,67591.76,67687.74,67591.62,67602.36,,,,49.64660168666579,,,,,,,,,,,,,,67635.51699746087,,,,,,,BUY,,,,,36.67,pullback_weak_candle;momentum_volume_low
,67591.76,67687.74,67590.98,67591.57,,22.0,,viper,M5,,2026-03-30T09:14:17.654394+00:00,BTCUSD,2026-03-30 09:14:17.654394+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,105.46655507942008,0.0,,,,,,,,,,,,,,,,22.0,67591.76,67687.74,67590.98,67591.57,,,,48.76239493486256,,,,,,,,,,,,,,67634.48937841326,,,,,,,BUY,,,,,36.67,pullback_weak_candle;momentum_volume_low
,67591.76,67687.74,67574.53,67575.33,,22.0,,viper,M5,,2026-03-30T09:14:29.018989+00:00,BTCUSD,2026-03-30 09:14:29.018989+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,106.64155507941986,0.0,,,,,,,,,,,,,,,,22.0,67591.76,67687.74,67574.53,67575.33,,,,47.50649335968832,,,,,,,,,,,,,,67632.94271174658,,,,,,,BUY,,,,,36.67,pullback_weak_candle;momentum_volume_low
,67591.76,67687.74,67571.24,67572.4,,22.0,,viper,M5,,2026-03-30T09:14:40.291758+00:00,BTCUSD,2026-03-30 09:14:40.291758+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,106.8765550794194,0.0,,,,,,,,,,,,,,,,22.0,67591.76,67687.74,67571.24,67572.4,,,,47.28676214793224,,,,,,,,,,,,,,67632.66366412754,,,,,,,BUY,,,,,36.67,pullback_weak_candle;momentum_volume_low
,67591.76,67687.74,67569.26,67569.48,,22.0,,viper,M5,,2026-03-30T09:14:51.298971+00:00,BTCUSD,2026-03-30 09:14:51.298971+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,107.01798365084872,0.0,,,,,,,,,,,,,,,,22.0,67591.76,67687.74,67569.26,67569.48,,,,47.06979383936296,,,,,,,,,,,,,,67632.38556888944,,,,,,,BUY,,,,,36.67,pullback_weak_candle;momentum_volume_low
,67569.55,67569.89,67569.26,67569.38,,22.0,,viper,M5,,2026-03-30T09:15:02.435260+00:00,BTCUSD,2026-03-30 09:15:02.435260+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,99.42879343801684,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67569.89,67569.26,67569.38,,,,47.06012332948596,,,,,,,,,,,,,,67626.4108888509,,,,,,,BUY,,,,,35.9,pullback_weak_candle;momentum_volume_low
,67569.55,67570.0,67569.13,67569.96,,22.0,,viper,M5,,2026-03-30T09:15:13.535471+00:00,BTCUSD,2026-03-30 09:15:13.535471+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,99.44593629515902,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67569.13,67569.96,,,,47.1081114196971,,,,,,,,,,,,,,67626.46612694615,,,,,,,BUY,,,,,35.9,pullback_structure_not_confirmed;momentum_volume_low
,67655.24,67687.74,67563.98,67564.12,,22.0,,anaconda,H4,,2026-03-30T09:15:19.858651+00:00,BTCUSD,2026-03-30 09:15:19.858651+00:00,anaconda,144389,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\anaconda\anaconda_signals_2026-03-30.csv,130323,0,35,HOLD,HOLD,NONE,0.0,814.5992995913415,0.0,,,,,,,,,,,,,,,,22.0,67655.24,67687.74,67563.98,67564.12,68337.0859055199,69356.09198843088,1019.0060829109862,57.38143434497408,67042.44,64988.68,4.0,,,,,,,,,,,,,,,,,,,,,,,,no_breakout
,67569.55,67570.0,67556.64,67557.0,,22.0,,viper,M5,,2026-03-30T09:15:24.675838+00:00,BTCUSD,2026-03-30 09:15:24.675838+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,100.33807915230226,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67556.64,67557.0,,,,46.09464962000376,,,,,,,,,,,,,,67625.23184123187,,,,,,,BUY,,,,,35.72,pullback_h1_trend_filtered
,67569.55,67570.0,67556.55,67556.55,,22.0,,viper,M5,,2026-03-30T09:15:35.998970+00:00,BTCUSD,2026-03-30 09:15:35.998970+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,100.34450772373056,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67556.55,67556.55,,,,46.060301257761125,,,,,,,,,,,,,,67625.188984089,,,,,,,BUY,,,,,35.72,pullback_h1_trend_filtered
,67569.55,67570.0,67555.32,67555.98,,22.0,,viper,M5,,2026-03-30T09:15:47.303516+00:00,BTCUSD,2026-03-30 09:15:47.303516+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,100.43236486658742,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67555.32,67555.98,,,,46.016866750129815,,,,,,,,,,,,,,67625.13469837472,,,,,,,BUY,,,,,35.7,pullback_h1_trend_filtered
,67569.55,67570.0,67555.28,67555.97,,22.0,,viper,M5,,2026-03-30T09:15:58.679453+00:00,BTCUSD,2026-03-30 09:15:58.679453+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,100.43522200944516,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67555.28,67555.97,,,,46.01610547238728,,,,,,,,,,,,,,67625.13374599376,,,,,,,BUY,,,,,35.7,pullback_h1_trend_filtered
,67569.55,67570.0,67555.23,67555.48,,22.0,,viper,M5,,2026-03-30T09:16:09.931279+00:00,BTCUSD,2026-03-30 09:16:09.931279+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,100.4387934380168,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67555.23,67555.48,,,,45.97883369368391,,,,,,,,,,,,,,67625.0870793271,,,,,,,BUY,,,,,35.7,pullback_h1_trend_filtered
,67569.55,67570.0,67551.2,67551.76,,22.0,,viper,M5,,2026-03-30T09:16:20.981052+00:00,BTCUSD,2026-03-30 09:16:20.981052+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,100.72665058087384,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67551.2,67551.76,,,,45.69782957037805,,,,,,,,,,,,,,67624.73279361281,,,,,,,BUY,,,,,35.64,pullback_h1_trend_filtered
,67569.55,67570.0,67549.82,67550.34,,22.0,,viper,M5,,2026-03-30T09:16:32.113223+00:00,BTCUSD,2026-03-30 09:16:32.113223+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,100.82522200944456,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67549.82,67550.34,,,,45.59146824878599,,,,,,,,,,,,,,67624.59755551758,,,,,,,BUY,,,,,35.63,pullback_h1_trend_filtered
,67569.55,67570.0,67549.82,67564.26,,22.0,,viper,M5,,2026-03-30T09:16:43.387023+00:00,BTCUSD,2026-03-30 09:16:43.387023+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,100.82522200944456,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67570.0,67549.82,67564.26,,,,46.65596971175993,,,,,,,,,,,,,,67625.92326980329,,,,,,,BUY,,,,,35.63,pullback_weak_candle;momentum_volume_low
,67569.55,67575.6,67549.82,67575.16,,22.0,,viper,M5,,2026-03-30T09:16:54.671006+00:00,BTCUSD,2026-03-30 09:16:54.671006+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,101.225222009445,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67575.6,67549.82,67575.16,,,,47.569554208678696,,,,,,,,,,,,,,67626.96136504138,,,,,,,BUY,,,,,35.63,pullback_weak_candle;momentum_volume_low
,67569.55,67575.6,67549.82,67572.34,,22.0,,viper,M5,,2026-03-30T09:17:05.774222+00:00,BTCUSD,2026-03-30 09:17:05.774222+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,101.225222009445,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67575.6,67549.82,67572.34,,,,47.32031421602888,,,,,,,,,,,,,,67626.69279361282,,,,,,,BUY,,,,,35.63,pullback_weak_candle;momentum_volume_low
,67569.55,67586.4,67549.82,67586.0,,22.0,,viper,M5,,2026-03-30T09:17:16.984333+00:00,BTCUSD,2026-03-30 09:17:16.984333+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,101.99665058087272,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67586.4,67549.82,67586.0,,,,48.50606081122305,,,,,,,,,,,,,,67627.99374599376,,,,,,,BUY,,,,,35.63,pullback_structure_not_confirmed;momentum_volume_low
,67569.55,67586.4,67549.82,67563.7,,22.0,,viper,M5,,2026-03-30T09:17:28.115680+00:00,BTCUSD,2026-03-30 09:17:28.115680+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,101.99665058087272,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67586.4,67549.82,67563.7,,,,46.61218616413114,,,,,,,,,,,,,,67625.86993646996,,,,,,,BUY,,,,,35.63,pullback_weak_candle;momentum_volume_low
,67569.55,67586.4,67499.28,67501.34,,22.0,,viper,M5,,2026-03-30T09:17:39.337068+00:00,BTCUSD,2026-03-30 09:17:39.337068+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,105.6066505808733,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67586.4,67499.28,67501.34,,,,42.20201914284453,,,,,,,,,,,,,,67619.93088885091,,,,,,,BUY,,,,,34.97,pullback_h1_trend_filtered
,67569.55,67634.88,67499.28,67634.88,,22.0,,viper,M5,,2026-03-30T09:17:50.472973+00:00,BTCUSD,2026-03-30 09:17:50.472973+00:00,viper,144388,BTCUSD,C:\Users\Administrator\.openclaw\workspace\pro_modules\ml_data\viper\viper_signals_2026-03-30.csv,3416502,0,32,HOLD,HOLD,NONE,0.0,109.0695077237312,0.0,,,,,,,,,,,,,,,,22.0,67569.55,67634.88,67499.28,67634.88,,,,52.34439836419518,,,,,,,,,,,,,,67632.648984089,,,,,,,BUY,,,,,34.97,pullback_structure_not_confirmed;momentum_volume_low
