timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,ema_fast,ema_slow,ema_separation,rsi,n_bar_high,n_bar_low,conditions_met,ema_50,nearest_sr_level,sr_distance_atr,pattern_type,pin_wick_size,pin_body_ratio,engulf_size_atr,inside_bar_vol_ratio,pattern_detected,sr_nearby,ema_20,momentum_fast_ema,momentum_slow_ema,breakout_high,breakout_low,pullback_distance_atr,volume_ratio,h1_trend,bb_upper,bb_lower,bb_mid,price_position_in_bb,adx,hold_reason
2026-03-13T00:00:14.104471+00:00,BTCUSD,cobra,26551110,H1,BUY,BUY,ENGULFING,0.75,533.0243017015745,0,,,,,,,,,,,,,,,,17.06,17.06,70519.6,70519.6,70486.51,70504.25,,,,,,,,69981.44884113043,,,BULLISH_ENGULF,,,0.6678307140286802,,BULLISH_ENGULF,False,,,,,,,,,,,,,,
2026-03-13T00:01:16.834042+00:00,BTCUSD,cobra,26551110,H1,BUY,BUY,ENGULFING,0.75,538.5128731301456,0,,,,,,,,,,,,,,,,16.95,16.95,70519.6,70519.6,70409.67,70422.12,,,,,,,,69981.44884113043,,,BULLISH_ENGULF,,,0.6610241235848261,,BULLISH_ENGULF,False,,,,,,,,,,,,,,
2026-03-13T00:02:19.066245+00:00,BTCUSD,cobra,26551110,H1,BUY,BUY,ENGULFING,0.75,540.3121588444315,0,,,,,,,,,,,,,,,,17.02,17.02,70519.6,70519.6,70384.48,70396.4,,,,,,,,69981.44884113043,,,BULLISH_ENGULF,,,0.6588228567006823,,BULLISH_ENGULF,False,,,,,,,,,,,,,,
2026-03-13T00:03:21.227874+00:00,BTCUSD,cobra,26551110,H1,BUY,BUY,ENGULFING,0.75,540.3121588444315,0,,,,,,,,,,,,,,,,17.02,17.02,70519.6,70519.6,70384.48,70488.28,,,,,,,,69981.44884113043,,,BULLISH_ENGULF,,,0.6588228567006823,,BULLISH_ENGULF,False,,,,,,,,,,,,,,
2026-03-13T00:04:23.443052+00:00,BTCUSD,cobra,26551110,H1,BUY,BUY,ENGULFING,0.75,540.3121588444315,0,,,,,,,,,,,,,,,,17.1,17.1,70519.6,70519.6,70384.48,70495.08,,,,,,,,69981.44884113043,,,BULLISH_ENGULF,,,0.6588228567006823,,BULLISH_ENGULF,False,,,,,,,,,,,,,,
2026-03-13T00:05:25.629553+00:00,BTCUSD,cobra,26551110,H1,BUY,BUY,ENGULFING,0.75,542.7464445587174,0,,,,,,,,,,,,,,,,17.04,17.04,70519.6,70556.22,70384.48,70556.22,,,,,,,,69981.44884113043,,,BULLISH_ENGULF,,,0.6558679537540302,,BULLISH_ENGULF,False,,,,,,,,,,,,,,
2026-03-13T00:05:28.347631+00:00,USDJPY.s,cobra,26551110,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.18830617003214004,0,,,,,,,,,,,,,,,,0.023,0.023,159.233,159.233,159.023,159.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_pattern_at_sr
2026-03-13T00:05:28.348320+00:00,EURUSD.s,cobra,26551110,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.0012790777685673675,0,,,,,,,,,,,,,,,,0.00019,0.00019,1.152,1.15251,1.15194,1.15247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_pattern_at_sr
2026-03-13T00:05:28.349058+00:00,XAUUSD.s,cobra,26551110,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,21.179808432695193,0,,,,,,,,,,,,,,,,0.35,0.35,5098.01,5103.85,5097.32,5102.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_pattern_at_sr
2026-03-13T00:05:28.349966+00:00,USOUSD.s,cobra,26551110,H1,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,1.9649892335882135,0,,,,,,,,,,,,,,,,0.079,0.079,96.575,96.705,95.97,95.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_pattern_at_sr
