timestamp,symbol,direction,entry,sl,tp,pnl,outcome,close,ema8,ema20,ema50,rsi,atr,adx,volume_ratio,ema8_ema20_diff,close_ema20_diff,h1_trend,spread,bar_range,bar_body
2026-03-27T20:04:42.179386+00:00,GBPJPY.i,SELL,212.648,212.728,212.408,767.51,WIN,212.575,212.591326,212.632346,212.674379,38.46,0.052598,43.56,1.04,-0.7799,-1.0903,SELL,19,1.2358,0.5323
2026-03-30T07:23:32.510149+00:00,GBPJPY.i,SELL,211.823,211.91,211.561,4132.08,WIN,211.543,211.770061,211.887426,211.954058,22.12,0.082328,64.04,0.9,-1.4256,-4.1836,SELL,16,1.081,0.7895
2026-03-30T08:31:22.752312+00:00,GBPJPY.i,SELL,211.579,211.674,211.295,1128.07,WIN,211.493,211.513597,211.60914,211.768394,36.82,0.08087,49.92,0.14,-1.1814,-1.4361,SELL,22,0.5812,0.1237
2026-03-30T10:08:28.867603+00:00,GBPJPY.i,SELL,211.322,211.416,211.04,78.39,WIN,211.315,211.275138,211.33203,211.514697,45.13,0.083908,23.15,0.52,-0.678,-0.203,SELL,12,1.4421,1.3467
2026-03-30T13:15:31.306601+00:00,GBPJPY.i,SELL,210.984,211.075,210.711,1444.93,WIN,210.882,210.87965,210.961552,211.127215,39.98,0.078114,34.49,0.11,-1.0485,-1.0184,SELL,19,0.7169,0.6913
2026-03-30T14:48:01.488802+00:00,GBPJPY.i,SELL,210.398,210.509,210.066,-1495.69,LOSS,210.498,210.394962,210.48393,210.754121,46.57,0.103901,24.03,0.69,-0.8563,0.1354,SELL,21,1.8672,1.6265
2026-03-30T16:20:05.529897+00:00,GBPJPY.i,SELL,210.39,210.527,209.99,109.29,WIN,210.356,210.345911,210.387043,210.558743,44.14,0.086559,31.6,0.02,-0.4752,-0.3586,SELL,17,0.1271,0.0924
2026-03-31T07:13:47.517397+00:00,GBPJPY.i,BUY,210.849,210.739,211.18,-1404.97,LOSS,210.735,210.792175,210.763777,210.756161,48.35,0.098255,14.1,0.75,0.289,-0.2929,SELL,18,1.1908,0.6717
2026-03-31T09:01:44.776669+00:00,GBPJPY.i,BUY,210.865,210.757,211.188,-1326.74,LOSS,210.76,210.828308,210.817715,210.793607,46.34,0.085325,8.92,0.58,0.1241,-0.6764,SELL,22,0.7032,0.6212
2026-03-31T09:50:12.743720+00:00,GBPJPY.i,BUY,210.912,210.818,211.195,112.54,WIN,210.921,210.903877,210.862041,210.82083,56.7,0.075039,35.16,0.05,0.5575,0.7857,BOTH,19,0.08,0.0267
