timestamp,symbol,direction,trigger,confidence,entry,sl,tp,lot,executed,rsi,adx,h1_trend,ema_fast,ema_slow,atr_pts,spread,volume_ratio,ml_action,ml_confidence,news_sentiment
2026-04-05T00:07:12.479432+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,67241.5,67290.72612619659,67093.82162141021,5.0,False,39.68828528509502,46.58224147975916,BOTH,67259.61789702422,67279.1214081884,4923,3150,0,BUY,0.40854719281196594,NEUTRAL
2026-04-05T00:40:09.534636+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,67240.5,67281.10111820955,67118.69664537132,5.0,False,43.3893538988989,43.99631743821143,BOTH,67236.7118585705,67240.93589116285,4060,3150,0,BUY,0.8130964040756226,NEUTRAL
2026-04-05T01:03:58.321337+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,67166.5,67212.23909502232,67029.28271493306,5.0,False,33.87071724524216,46.963507559471566,BOTH,67181.57574116066,67204.41747823228,4574,3150,0,BUY,0.6965485215187073,NEUTRAL
2026-04-05T02:20:14.310438+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,67031.5,67086.3811646478,66866.85650605659,5.0,False,36.91913844080816,49.20160036171182,SELL,67027.50177880464,67037.37599142939,5488,3150,0,BUY,0.759142279624939,NEUTRAL
2026-04-05T04:02:34.002928+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,67083.5,67123.38941430917,66963.83175707249,5.0,False,43.31898548198592,25.96353706727924,SELL,67096.60644245317,67104.66218115776,3989,3050,0,SELL,0.5698028802871704,NEUTRAL
2026-04-05T04:10:21.028193+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,67080.5,67118.5066900103,66966.4799299691,5.0,False,42.42959502914278,25.963523354468872,SELL,67088.52661061329,67099.13034552892,3801,3150,0,SELL,0.5929235816001892,NEUTRAL
2026-04-05T04:20:03.026037+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,67091.5,67129.87129011605,66976.38612965184,5.0,False,46.01893615838942,25.179236707266057,SELL,67089.13165265332,67094.27226663682,3837,3150,0,SELL,0.6430090069770813,NEUTRAL
2026-04-05T05:51:05.980497+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,67002.5,67048.98075737857,66863.05772786429,5.0,False,34.730338969364155,49.22520030669234,SELL,67026.63403752004,67049.31077164036,4648,3150,0,SELL,0.4360085725784302,NEUTRAL
2026-04-05T07:17:14.211321+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,66787.5,66860.88206891838,66567.35379324487,5.0,False,40.63922621537138,29.811311791551972,SELL,66819.14541346769,66814.6356736525,7338,3150,0,BUY,0.6245123147964478,NEUTRAL
2026-04-05T07:25:11.523239+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,66797.5,66863.75874393371,66598.72376819888,5.0,False,41.32849346187772,30.14118980208834,SELL,66807.53635336692,66812.64791780624,6626,3150,0,BUY,0.6865277886390686,NEUTRAL
2026-04-05T07:30:02.527931+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,66791.5,66855.08720085224,66600.73839744326,5.0,False,40.72488938970715,32.8849382588319,SELL,66798.26817668346,66807.0841829851,6359,3150,0,BUY,0.663649320602417,NEUTRAL
2026-04-05T07:55:04.460777+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,66770.5,66835.20928459377,66576.3721462187,5.0,False,43.63121217193748,33.553326438213396,SELL,66761.00838052135,66763.68865362451,6471,3150,0,SELL,0.5519049763679504,NEUTRAL
2026-04-05T10:36:24.891540+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67047.5,66999.06442457803,67192.80672626592,5.0,False,67.53346817883808,31.099451245812592,BOTH,67008.22771194845,66985.55203206063,4844,3150,0,SELL,0.6700642108917236,NEUTRAL
2026-04-05T10:50:23.388669+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67015.5,66962.75964227517,67173.72107317449,5.0,False,57.77234597258845,41.73025361528606,BOTH,67022.34096399356,67011.42967885554,5274,3350,0,SELL,0.67421555519104,NEUTRAL
2026-04-05T10:55:03.889733+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67023.5,66970.98599173238,67181.04202480287,5.0,False,58.74175646621171,30.942734940978784,BOTH,67024.17048199679,67014.97616997405,5251,3150,0,SELL,0.6119726896286011,NEUTRAL
2026-04-05T11:00:03.988106+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67026.5,66975.16045909117,67180.51862272648,5.0,False,58.990034377379416,33.2233800120131,BOTH,67023.58524099839,67016.32714454773,5134,3150,0,SELL,0.6075015664100647,NEUTRAL
2026-04-05T11:10:57.203909+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67051.5,66999.98674635185,67206.03976094448,5.0,False,62.07832808461302,37.48347696449928,BOTH,67040.1463102496,67027.53397907483,5151,3150,0,SELL,0.5168520212173462,NEUTRAL
2026-04-05T11:15:06.734675+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67026.5,66977.08973132854,67174.7308060144,5.0,False,58.23167595730408,40.47186398024655,BOTH,67025.8231551248,67022.1190207619,4941,3150,0,SELL,0.6412417888641357,NEUTRAL
2026-04-05T11:20:07.734672+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67038.5,66989.95066635791,67184.14800092627,5.0,False,59.98236066789671,41.17074321145698,BOTH,67034.6615775624,67027.48763343209,4855,3150,0,SELL,0.6261593103408813,NEUTRAL
2026-04-05T13:14:06.519769+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,66752.5,66817.14081167789,66558.57756496631,5.0,False,37.94356739753241,27.06496610416844,SELL,66770.58787540473,66778.66499874092,6464,3050,0,BUY,0.574766993522644,NEUTRAL
2026-04-05T13:20:09.128041+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,66771.5,66833.5208341491,66585.43749755272,5.0,False,41.60966620780916,33.469855645549316,SELL,66770.77196885119,66774.62450541116,6202,3150,0,BUY,0.5823357105255127,NEUTRAL
2026-04-05T13:29:14.902459+00:00,BTCUSD,SELL,MOMENTUM,0.75,66715.5,66783.98363414255,66510.04909757234,5.0,False,37.84706270933263,25.266917615756054,SELL,66751.6359844256,66767.36226964078,6848,3150,1.2013687420962582,BUY,0.588169276714325,NEUTRAL
2026-04-05T13:35:07.059766+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,66783.5,66857.01869349463,66562.94391951614,5.0,False,46.00585912537157,36.02278774547081,SELL,66771.6589961064,66769.47429480328,7352,3150,0,BUY,0.4741271138191223,NEUTRAL
2026-04-05T13:41:40.523589+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,66794.5,66872.17551682696,66561.47344951914,5.0,False,47.08880280818688,31.399090976190127,SELL,66792.32949805321,66781.43062435316,7768,3150,0,BUY,0.5489935874938965,NEUTRAL
2026-04-05T16:30:06.568862+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67297.5,67194.10066664695,67607.69800005917,5.0,False,60.68281737814916,28.603796665927828,BUY,67303.90367229046,67302.51339051023,10340,3150,0,SELL,0.45845210552215576,NEUTRAL
2026-04-05T18:32:35.471557+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67351.5,67274.84890311625,67581.45329065126,5.0,False,58.98095550448262,25.08607021890977,BUY,67314.59916695379,67299.32956930978,7665,3150,0,BUY,0.6030142307281494,NEUTRAL
2026-04-05T19:05:05.833537+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67379.5,67312.95470802218,67579.13587593347,5.0,False,57.88868174493742,28.885257433849706,BUY,67374.02030599183,67367.17871794423,6655,3150,0,BUY,0.41906628012657166,NEUTRAL
2026-04-05T19:16:39.328823+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67418.5,67352.03492535949,67617.89522392153,5.0,False,61.836595107161074,27.007588817334344,BUY,67399.25507649795,67381.78849741208,6647,3150,0,BUY,0.5011375546455383,NEUTRAL
2026-04-05T19:35:09.427415+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67426.5,67359.35611101861,67627.93166694416,5.0,False,57.989302356817824,31.297073529117647,BUY,67434.17219228113,67426.68915037643,6714,3150,0,BUY,0.5049565434455872,NEUTRAL
2026-04-05T20:46:21.880002+00:00,BTCUSD,BUY,EMA_PULLBACK,0.8,67581.5,67494.81814672347,67841.5455598296,5.0,False,63.54603377237671,45.71758528968018,BUY,67557.9532575801,67497.24516797627,8668,3150,0,SELL,0.5105244517326355,NEUTRAL
2026-04-05T22:44:16.600351+00:00,BTCUSD,BUY,MOMENTUM,0.75,67886.5,67734.82989886095,68341.51030341715,5.0,True,67.73523567093864,29.041381961793913,BUY,67712.65015964667,67598.50145934602,15167,3350,1.2734676974047487,BUY,0.6790022253990173,NEUTRAL
