timestamp,symbol,direction,trigger,confidence,entry,sl,tp,lot,executed,rsi,adx,h1_trend,ema_fast,ema_slow,atr_pts,spread,volume_ratio,ml_action,ml_confidence,news_sentiment
2026-04-09T00:13:48.173309+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,71007.5,71120.90277812399,70667.29166562804,3.95,True,39.2609234245085,25.153048263720525,SELL,71026.82696309095,71051.9230005286,11340,3250,0,BUY,0.5176982283592224,BEARISH
2026-04-09T01:07:29.655532+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,70698.5,70824.31502370918,70321.05492887247,5.0,True,32.129554404314035,34.8472719722493,SELL,70757.09464207182,70799.56392243592,12582,3250,0,SELL,0.37628448009490967,BEARISH
2026-04-09T04:15:10.948194+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,70900.5,70997.0931427382,70610.7205717854,4.62,False,44.953108743319135,25.100611278616995,SELL,70918.86098853528,70945.27835431589,9659,3150,0,BUY,0.5876820087432861,NEUTRAL
2026-04-09T04:20:12.174675+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,70911.5,71005.53546854021,70629.39359437935,4.74,False,46.01711915520094,26.096461719625363,SELL,70922.18049426764,70942.61155952964,9404,3150,0,BUY,0.5443854331970215,NEUTRAL
2026-04-09T04:49:20.614940+00:00,BTCUSD,SELL,EMA_PULLBACK,0.8,70791.5,70887.93613759459,70502.19158721622,5.0,False,38.36613454441395,33.92679399765904,SELL,70831.89626544586,70869.23032910356,9644,3150,0,SELL,0.594402015209198,NEUTRAL
2026-04-09T07:02:52.137244+00:00,EURUSD.i,BUY,MOMENTUM,0.75,1.16686,1.166410428066548,1.168208715800356,18.35,True,66.34718150260919,26.42214775538614,BOTH,1.1665288885694276,1.1662344996987053,30,0,1.2125748502994012,,,N/A
2026-04-09T07:08:50.141088+00:00,GBPJPY.i,BUY,MOMENTUM,0.75,212.795,212.71499999999997,213.035,16.61,True,62.12663886423569,35.02126451765729,BUY,212.76306207819692,212.73027777408294,56,12,1.2169263390799299,,,N/A
2026-04-09T07:19:57.997640+00:00,USDJPY.i,BUY,MOMENTUM,0.75,158.931,158.86136751911246,159.13989744266263,18.0,True,66.21605431306399,25.3816846238781,BUY,158.88489803543317,158.85566550695688,46,2,1.595043501186396,,,N/A
2026-04-09T07:46:14.740097+00:00,EURUSD.i,SELL,EMA_PULLBACK,0.8,1.16602,1.1665222550588454,1.1645132348234637,15.97,True,46.73546343892196,32.33517766826784,SELL,1.1660467458761121,1.16609997727651,33,1,0,,,N/A
2026-04-09T08:14:35.393133+00:00,GBPJPY.i,BUY,EMA_PULLBACK,0.8,212.905,212.82045750522158,213.15862748433523,14.91,True,61.28537257883231,25.425841601310402,BUY,212.87821747583962,212.84633807135356,70,17,0,,,N/A
