timestamp,symbol,bot,account,timeframe,signal,signal_type,trigger,confidence,atr,executed,entry_price,sl_price,sl,tp_price,tp,volume_lots,ticket,exit_price,exit_reason,profit,pnl,outcome,duration_minutes,account_balance,account_equity,spread,spread_points,bar_open,bar_high,bar_low,bar_close,ema_fast,ema_slow,ema_separation,rsi,n_bar_high,n_bar_low,conditions_met,ema_50,nearest_sr_level,sr_distance_atr,pattern_type,pin_wick_size,pin_body_ratio,engulf_size_atr,inside_bar_vol_ratio,pattern_detected,sr_nearby,ema_20,momentum_fast_ema,momentum_slow_ema,breakout_high,breakout_low,pullback_distance_atr,volume_ratio,h1_trend,bb_upper,bb_lower,bb_mid,price_position_in_bb,adx,hold_reason
2026-03-13T00:00:12.958565+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,217.7022913825828,0,,,,,,,,,,,,,,,,17.11,17.11,70519.6,70519.6,70486.51,70502.17,,,,57.47408237632208,,,,,,,,,,,,,,,,,,,,,,70698.33130417303,69937.86769582694,70318.09949999998,0.7683106696502914,15.976402384267569,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:00:43.417605+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,222.8151485254401,0,,,,,,,,,,,,,,,,17.04,17.04,70519.6,70519.6,70414.93,70420.43,,,,54.480883699074845,,,,,,,,,,,,,,,,,,,,,,70684.3583816494,69943.66661835056,70314.01249999998,0.7809907039779561,15.596610323920912,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:01:13.866759+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,223.05371995401129,0,,,,,,,,,,,,,,,,17.11,17.11,70519.6,70519.6,70411.59,70411.59,,,,54.17575287248909,,,,,,,,,,,,,,,,,,,,,,70683.15312248404,69943.98787751596,70313.5705,0.7821689756381923,15.575023690785693,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:01:44.336352+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,224.1630056682969,0,,,,,,,,,,,,,,,,17.09,17.09,70519.6,70519.6,70396.06,70398.52,,,,53.730825852820374,,,,,,,,,,,,,,,,,,,,,,70681.48359058268,69944.3504094173,70312.91699999999,0.7838333768522521,15.476013354645447,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:02:14.784632+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,224.99014852543988,0,,,,,,,,,,,,,,,,17.07,17.07,70519.6,70519.6,70384.48,70411.33,,,,54.16683016929889,,,,,,,,,,,,,,,,,,,,,,70683.11860014744,69943.99639985255,70313.5575,0.7822029969019798,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:02:45.217171+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,224.99014852543988,0,,,,,,,,,,,,,,,,16.99,16.99,70519.6,70519.6,70384.48,70415.93,,,,54.32512864699389,,,,,,,,,,,,,,,,,,,,,,70683.73720543938,69943.8377945606,70313.78749999999,0.7815957100878743,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:03:15.732992+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,224.99014852543988,0,,,,,,,,,,,,,,,,16.98,16.98,70519.6,70519.6,70384.48,70479.72,,,,56.6197224892927,,,,,,,,,,,,,,,,,,,,,,70693.9957149781,69939.95828502187,70316.97699999998,0.7720859626450185,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:03:46.177953+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,224.99014852543988,0,,,,,,,,,,,,,,,,17.04,17.04,70519.6,70519.6,70384.48,70480.67,,,,56.65536079698324,,,,,,,,,,,,,,,,,,,,,,70694.17169676762,69939.87730323235,70317.02449999998,0.7719302990423517,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:04:16.630449+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,224.99014852543988,0,,,,,,,,,,,,,,,,16.97,16.97,70519.6,70519.6,70384.48,70480.89,,,,56.66362027745399,,,,,,,,,,,,,,,,,,,,,,70694.2125455034,69939.85845449657,70317.03549999998,0.7718941972280758,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:04:16.632673+00:00,USDJPY.s,mamba,24848024,M15,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.08794275260586937,0,,,,,,,,,,,,,,,,0.024,0.024,159.233,159.233,159.03,159.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.279018262760736,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:04:16.634861+00:00,EURUSD.s,mamba,24848024,M15,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.0004829196294203672,0,,,,,,,,,,,,,,,,0.00018,0.00018,1.152,1.1525,1.15194,1.15249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.365519410726963,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:04:16.637084+00:00,XAUUSD.s,mamba,24848024,M15,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,10.130047798166087,0,,,,,,,,,,,,,,,,0.32,0.32,5098.01,5103.85,5097.32,5099.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.84157261424023,adx_too_high
2026-03-13T00:04:16.639205+00:00,USOUSD.s,mamba,24848024,M15,OUTSIDE_HOURS,OUTSIDE_HOURS,NONE,0,0.8690405962678257,0,,,,,,,,,,,,,,,,0.079,0.079,96.575,96.705,96.09,96.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.446084378678178,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:04:47.127932+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,224.99014852543988,0,,,,,,,,,,,,,,,,17.01,17.01,70519.6,70519.6,70384.48,70489.81,,,,57.00054501818837,,,,,,,,,,,,,,,,,,,,,,70695.89877466804,69939.06422533195,70317.4815,0.7704137914680789,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:05:17.571076+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,224.99014852543988,0,,,,,,,,,,,,,,,,17.01,17.01,70519.6,70519.6,70384.48,70518.21,,,,58.100466514144195,,,,,,,,,,,,,,,,,,,,,,70701.6519567498,69936.15104325018,70318.90149999999,0.7654973970845655,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:05:48.027653+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,229.01729138258307,0,,,,,,,,,,,,,,,,17.12,17.12,70519.6,70578.52,70384.48,70562.54,,,,59.374199138426036,,,,,,,,,,,,,,,,,,,,,,70711.76286026312,69930.47313973686,70321.11799999999,0.7572950785332343,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:06:18.476383+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,229.01729138258307,0,,,,,,,,,,,,,,,,17.05,17.05,70519.6,70578.52,70384.48,70544.94,,,,58.89452526364374,,,,,,,,,,,,,,,,,,,,,,70707.58761578654,69932.88838421342,70320.23799999998,0.7606198531913224,15.403612335334033,"price_not_at_band,rsi_not_extreme"
2026-03-13T00:06:48.926622+00:00,BTCUSD,mamba,24848024,M15,HOLD,HOLD,NONE,0,229.01729138258307,0,,,,,,,,,,,,,,,,17.06,17.06,70519.6,70578.52,70384.48,70539.63,,,,58.74757326912004,,,,,,,,,,,,,,,,,,,,,,70706.36914310741,69933.57585689257,70319.97249999999,0.7616061806000289,15.403612335334033,"price_not_at_band,rsi_not_extreme"
