timestamp,symbol,bot,account,timeframe,signal,trigger,confidence,atr,executed,entry_price,sl_price,tp_price,volume_lots,asian_high,asian_low,range_width,h4_trend,session_phase
2026-03-07T21:01:21.373817+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:06:23.009976+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:11:24.759157+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:16:26.379970+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:21:28.035043+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:26:29.716780+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:31:31.354891+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:36:32.995207+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:41:34.616629+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:46:36.281299+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:51:37.901809+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T21:56:39.665638+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:01:41.287244+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:06:42.946931+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:11:44.651098+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:16:46.292861+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:21:47.927142+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:26:49.584430+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:31:51.254175+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:36:52.931398+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:41:54.613894+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:46:56.576981+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:51:58.434283+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T22:57:00.186477+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:02:02.375777+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:07:04.245655+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:12:06.031450+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:17:07.776676+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:20:47.844333+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:25:50.043436+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:30:51.788300+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:35:53.562007+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:40:55.250863+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:45:56.892527+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:50:58.601724+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
2026-03-07T23:56:00.280110+00:00,BTCUSD,taipan,24849108,M30,HOLD,NONE,0,0.0,0,,,,,,,,,ASIAN
