timestamp,symbol,bot,signal,trigger,confidence,entry_price,sl_price,tp_price,rsi,atr_pts,adx,h1_trend,volume_ratio,ml_action,ml_confidence,reason
2026-03-29T00:06:25.129977+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66375.5,66466.82319770663,66101.53040688012,41.040568781776244,9132,33.9546948265679,SELL,0,SELL,0.36818626523017883,"Bearish pullback: high 66407.50 near EMA 66437.00, reject 66375.50, RSI 41"
2026-03-29T00:20:11.569038+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66392.5,66482.2580450867,66123.22586473993,44.55090874939588,8976,32.065794289627846,SELL,0,SELL,0.4992862343788147,"Bearish pullback: high 66406.50 near EMA 66418.74, reject 66392.50, RSI 45"
2026-03-29T00:35:15.282576+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66332.5,66429.40785365355,66041.77643903936,42.64209893088489,9691,30.94982706867162,SELL,0,SELL,0.5028944611549377,"Bearish pullback: high 66361.50 near EMA 66389.50, reject 66332.50, RSI 43"
2026-03-29T02:14:58.058222+00:00,BTCUSD,indian_king_cobra,BUY,EMA_PULLBACK,0.8,66576.5,66487.76633624417,66842.70099126748,61.457400507315,8873,22.127221076858795,BOTH,0,SELL,0.4731048047542572,"Bullish pullback: low 66507.50 near EMA 66453.33, bounce 66576.50, RSI 61"
2026-03-29T02:22:33.479247+00:00,BTCUSD,indian_king_cobra,BUY,EMA_PULLBACK,0.8,66571.5,66487.33168730648,66824.00493808056,60.54008891657442,8417,22.1442613648048,BOTH,0,SELL,0.5146061182022095,"Bullish pullback: low 66530.50 near EMA 66472.66, bounce 66571.50, RSI 61"
2026-03-29T03:16:14.599440+00:00,BTCUSD,indian_king_cobra,BUY,EMA_PULLBACK,0.8,67003.36,66904.67097327633,67299.42708017104,79.91935868799712,9869,60.87353744431498,BUY,0,BUY,0.43860283493995667,"Bullish pullback: low 66699.50 near EMA 66646.38, bounce 67003.36, RSI 80"
2026-03-29T03:53:09.027595+00:00,BTCUSD,indian_king_cobra,BUY,EMA_PULLBACK,0.8,66868.5,66778.8892763703,67137.3321708891,63.62581785417047,8961,39.33700001935146,BUY,0,BUY,0.4548250734806061,"Bullish pullback: low 66801.50 near EMA 66760.99, bounce 66868.50, RSI 64"
2026-03-29T04:00:32.342630+00:00,BTCUSD,indian_king_cobra,BUY,EMA_PULLBACK,0.8,66864.5,66780.98360859693,67115.0491742092,62.40528291316846,8352,40.79232717526342,BUY,0,BUY,0.4281653165817261,"Bullish pullback: low 66835.50 near EMA 66777.71, bounce 66864.50, RSI 62"
2026-03-29T04:05:58.037156+00:00,BTCUSD,indian_king_cobra,BUY,EMA_PULLBACK,0.8,66817.5,66731.83171521568,67074.50485435297,57.83575177856148,8567,22.81214914993753,BUY,0,BUY,0.39980536699295044,"Bullish pullback: low 66787.50 near EMA 66776.25, bounce 66817.50, RSI 58"
2026-03-29T04:57:18.342351+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66663.5,66736.78355522784,66443.64933431646,41.03134990362451,7328,18.788800271082337,BOTH,0,BUY,0.7280890941619873,"Bearish pullback: high 66713.50 near EMA 66749.96, reject 66663.50, RSI 41"
2026-03-29T05:22:17.053345+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66613.5,66685.83027435742,66396.50917692775,37.51308393409834,7233,34.274923873251474,BOTH,0,BUY,0.6539703011512756,"Bearish pullback: high 66679.50 near EMA 66705.45, reject 66613.50, RSI 38"
2026-03-29T05:26:06.013274+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66572.5,66648.44954176749,66344.65137469754,33.93043805283841,7595,38.80479679304995,BOTH,0,BUY,0.6339296102523804,"Bearish pullback: high 66677.50 near EMA 66696.23, reject 66572.50, RSI 34"
2026-03-29T05:48:44.908917+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66585.5,66657.2494732032,66370.2515803904,37.54177793302387,7175,42.36371390484121,BOTH,0,SELL,0.6473506689071655,"Bearish pullback: high 66624.50 near EMA 66660.05, reject 66585.50, RSI 38"
2026-03-29T06:30:09.874981+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66620.5,66695.64527805866,66395.06416582405,42.39267862968492,7515,33.86318887315399,BOTH,0,SELL,0.6386716365814209,"Bearish pullback: high 66631.50 near EMA 66681.40, reject 66620.50, RSI 42"
2026-03-29T06:41:11.959062+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66600.5,66673.8497519464,66380.45074416081,40.422275684902075,7335,32.23177305950861,BOTH,0,BUY,0.6943678259849548,"Bearish pullback: high 66625.50 near EMA 66667.36, reject 66600.50, RSI 40"
2026-03-29T06:46:06.402670+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66581.5,66655.2227306206,66360.33180813819,38.469902314741255,7372,29.505382801299454,BOTH,0,BUY,0.5930758118629456,"Bearish pullback: high 66640.50 near EMA 66659.61, reject 66581.50, RSI 38"
2026-03-29T06:51:31.672494+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66617.5,66689.24763778702,66402.25708663894,43.14490228911792,7175,24.376527902362426,BOTH,0,BUY,0.6897714138031006,"Bearish pullback: high 66637.50 near EMA 66660.00, reject 66617.50, RSI 43"
2026-03-29T07:03:59.806486+00:00,BTCUSD,indian_king_cobra,SELL,MOMENTUM,0.75,66520.5,66601.54516926796,66277.36449219612,36.047387465812726,8105,35.34090494333425,BOTH,1.2250672924287391,BUY,0.6333128213882446,"Bearish EMA cross (3/8), vol 1.2x, RSI 36"
2026-03-29T07:20:03.972060+00:00,BTCUSD,indian_king_cobra,SELL,EMA_PULLBACK,0.8,66584.5,66660.28133065939,66357.15600802183,44.90158308123514,7578,20.550426607691037,BOTH,0,BUY,0.6138569116592407,"Bearish pullback: high 66585.50 near EMA 66621.02, reject 66584.50, RSI 45"
2026-03-29T08:37:39.673063+00:00,BTCUSD,indian_king_cobra,BUY,EMA_PULLBACK,0.8,66682.5,66611.21887198243,66896.34338405268,57.68312998211697,7128,18.399012648480852,BOTH,0,SELL,0.861819326877594,"Bullish pullback: low 66638.50 near EMA 66615.95, bounce 66682.50, RSI 58"
